email,veracidade,email_length,local_length,has_number,num_dots,num_unders,num_hyph,unique_ratio,alpha_ratio,digit_ratio,domain,domain_popular,domain_suspicious
pedro_oliveira@hotmail.com,1,26,14,0,0,1,0,0.714,0.929,0.0,hotmail.com,1,0
rf6vjjpkx@spammail.net,0,22,9,1,0,0,0,0.889,0.889,0.111,spammail.net,0,1
ezj49z9z@mailtemp.org,0,21,8,1,0,0,0,0.625,0.625,0.375,mailtemp.org,0,1
mariana_vieira@mailnow.org,1,26,14,0,0,1,0,0.571,0.929,0.0,mailnow.org,0,1
ppereira@hotmail.com,1,20,8,0,0,0,0,0.625,1.0,0.0,hotmail.com,1,0
o1p98snlc1tl@tempmail.co,0,24,12,1,0,0,0,0.833,0.667,0.333,tempmail.co,0,1
example541@tempmail.com,0,23,10,1,0,0,0,0.9,0.7,0.3,tempmail.com,0,1
maria@gmx.com,1,13,5,0,0,0,0,0.8,1.0,0.0,gmx.com,0,1
support1468@10minutemail.com,0,28,11,1,0,0,0,0.909,0.636,0.364,10minutemail.com,0,1
jy6vy0v3cmuexb@tempmail.co,0,26,14,1,0,0,0,0.857,0.786,0.214,tempmail.co,0,1
fernando_costa@hotmail.com,1,26,14,0,0,1,0,0.786,0.929,0.0,hotmail.com,1,0
lucas_alves@uol.com.br,1,22,11,0,0,1,0,0.727,0.909,0.0,uol.com.br,1,0
vitoria42@spammail.net,0,22,9,1,0,0,0,0.889,0.778,0.222,spammail.net,0,1
beatriz.lima@outlok.com,1,23,12,0,1,0,0,0.833,0.917,0.0,outlok.com,0,1
paula_araujo@mailcatch.com,0,26,12,0,0,1,0,0.667,0.917,0.0,mailcatch.com,0,1
maria_rodrigues@gmaill.com,1,26,15,0,0,1,0,0.733,0.933,0.0,gmaill.com,0,1
contact9021@mailtemp.org,0,24,11,1,0,0,0,0.818,0.636,0.364,mailtemp.org,0,1
nicolas.borges@outlook.co,1,25,14,0,1,0,0,0.857,0.929,0.0,outlook.co,0,1
thiago98@randommail.xyz,0,23,8,1,0,0,0,1.0,0.75,0.25,randommail.xyz,0,1
nribeiro@icloud.com,1,19,8,0,0,0,0,0.75,1.0,0.0,icloud.com,1,0
w1w31q5f7xkkj@fake-mail.net,0,27,13,1,0,0,0,0.769,0.615,0.385,fake-mail.net,0,1
hkj4yufdjb2tzh7@mailinator.com,0,30,15,1,0,0,0,0.867,0.8,0.2,mailinator.com,0,1
vnascimento@yahoo.com,1,21,11,0,0,0,0,0.909,1.0,0.0,yahoo.com,1,0
nicolas@protonmail.com,1,22,7,0,0,0,0,1.0,1.0,0.0,protonmail.com,1,0
user565@guerrillamail.com,0,25,7,1,0,0,0,0.857,0.571,0.429,guerrillamail.com,0,1
beatriz_dias@bol.com.br,1,23,12,0,0,1,0,0.833,0.917,0.0,bol.com.br,1,0
rafael-antunes@randommail.xyz,0,29,14,0,0,0,1,0.714,0.929,0.0,randommail.xyz,0,1
gabriel_carvalho@randommail.xyz,0,31,16,0,0,1,0,0.75,0.938,0.0,randommail.xyz,0,1
admin7229@fake-mail.net,0,23,9,1,0,0,0,0.889,0.556,0.444,fake-mail.net,0,1
912997@guerrillamail.com,0,24,6,1,0,0,0,0.667,0.0,1.0,guerrillamail.com,0,1
joao_ferreira@mailcatch.com,1,27,13,0,0,1,0,0.615,0.923,0.0,mailcatch.com,0,1
debora226@gmaill.com,1,20,9,1,0,0,0,0.889,0.667,0.333,gmaill.com,0,1
paula.mendes@bol.com.br,1,23,12,0,1,0,0,0.833,0.917,0.0,bol.com.br,1,0
test553@tempmail.com,0,20,7,1,0,0,0,0.714,0.571,0.429,tempmail.com,0,1
service8274@tempmail.co,0,23,11,1,0,0,0,0.909,0.636,0.364,tempmail.co,0,1
72725@mailcatch.com,0,19,5,1,0,0,0,0.6,0.0,1.0,mailcatch.com,0,1
dvieira@gmail.co,1,16,7,0,0,0,0,0.857,1.0,0.0,gmail.co,0,1
mariana78@outlook.com,1,21,9,1,0,0,0,0.778,0.778,0.222,outlook.com,1,0
sandra_moura@outlook.co,1,23,12,0,0,1,0,0.75,0.917,0.0,outlook.co,0,1
nicolas.freitas@trashmail.com,0,29,15,0,1,0,0,0.8,0.933,0.0,trashmail.com,0,1
contact3697@mailme.one,0,22,11,1,0,0,0,0.818,0.636,0.364,mailme.one,0,1
aline_pires@hotmail.com,1,23,11,0,0,1,0,0.818,0.909,0.0,hotmail.com,1,0
ubb9mit3vhtn@tempmail.co,0,24,12,1,0,0,0,0.833,0.833,0.167,tempmail.co,0,1
nicolas@uol.com.br,1,18,7,0,0,0,0,1.0,1.0,0.0,uol.com.br,1,0
service4728@tempmail.co,0,23,11,1,0,0,0,0.909,0.636,0.364,tempmail.co,0,1
contact3905@tempmail.co,0,23,11,1,0,0,0,0.818,0.636,0.364,tempmail.co,0,1
cantunes@live.com,1,17,8,0,0,0,0,0.875,1.0,0.0,live.com,1,0
028462952@tempmail.com,0,22,9,1,0,0,0,0.778,0.0,1.0,tempmail.com,0,1
debora@gmail.co,1,15,6,0,0,0,0,1.0,1.0,0.0,gmail.co,0,1
massis@outlok.com,1,17,6,0,0,0,0,0.667,1.0,0.0,outlok.com,0,1
351595@yopmail.com,0,18,6,1,0,0,0,0.667,0.0,1.0,yopmail.com,0,1
rodrigo-dias@protonmail.com,1,27,12,0,0,0,1,0.667,0.917,0.0,protonmail.com,1,0
paulao-santos@aol.com,1,21,13,0,0,0,1,0.692,0.923,0.0,aol.com,1,0
aline209@disposablemail.com,0,27,8,1,0,0,0,1.0,0.625,0.375,disposablemail.com,0,1
roberto@live.com,1,16,7,0,0,0,0,0.714,1.0,0.0,live.com,1,0
aline.mendes@uol.com.br,1,23,12,0,1,0,0,0.75,0.917,0.0,uol.com.br,1,0
henrique@gmx.com,0,16,8,0,0,0,0,0.875,1.0,0.0,gmx.com,0,1
roberto-alves@outlook.co,1,24,13,0,0,0,1,0.769,0.923,0.0,outlook.co,0,1
henrique.souza@gmaill.com,1,25,14,0,1,0,0,0.857,0.929,0.0,gmaill.com,0,1
sandra.alves@outlok.com,1,23,12,0,1,0,0,0.75,0.917,0.0,outlok.com,0,1
faraujo@gmaill.com,0,18,7,0,0,0,0,0.857,1.0,0.0,gmaill.com,0,1
sferreira@gmx.com,1,17,9,0,0,0,0,0.667,1.0,0.0,gmx.com,0,1
aline.costa@mailinator.com,0,26,11,0,1,0,0,0.909,0.909,0.0,mailinator.com,0,1
antonio_ribeiro@bol.com.br,1,26,15,0,0,1,0,0.6,0.933,0.0,bol.com.br,1,0
beatriz_costa@disposablemail.com,0,32,13,0,0,1,0,0.846,0.923,0.0,disposablemail.com,0,1
luana@yaho.com,1,14,5,0,0,0,0,0.8,1.0,0.0,yaho.com,0,1
marcos.ferreira@hotmial.com,1,27,15,0,1,0,0,0.667,0.933,0.0,hotmial.com,0,1
79924419897@disposablemail.com,0,30,11,1,0,0,0,0.545,0.0,1.0,disposablemail.com,0,1
admin6811@yopmail.com,0,21,9,1,0,0,0,0.889,0.556,0.444,yopmail.com,0,1
nicolas_carvalho@terra.com.br,1,29,16,0,0,1,0,0.688,0.938,0.0,terra.com.br,1,0
andre@yaho.com,1,14,5,0,0,0,0,1.0,1.0,0.0,yaho.com,0,1
aline_carvalho.jr@gmail.co,1,26,17,0,1,1,0,0.765,0.882,0.0,gmail.co,0,1
example350@mailinator.com,0,25,10,1,0,0,0,0.9,0.7,0.3,mailinator.com,0,1
luana407@gmail.com,1,18,8,1,0,0,0,0.875,0.625,0.375,gmail.com,1,0
483570@spammail.net,0,19,6,1,0,0,0,1.0,0.0,1.0,spammail.net,0,1
x69phwn8dd@mailnow.org,0,22,10,1,0,0,0,0.9,0.7,0.3,mailnow.org,0,1
debora.vieira@outlook.co,1,24,13,0,1,0,0,0.692,0.923,0.0,outlook.co,0,1
paulao_carvalho@uol.com.br,1,26,15,0,0,1,0,0.667,0.933,0.0,uol.com.br,1,0
ccosta@10minutemail.com,0,23,6,0,0,0,0,0.833,1.0,0.0,10minutemail.com,0,1
camila@hotmial.com,1,18,6,0,0,0,0,0.833,1.0,0.0,hotmial.com,0,1
giorgia24@gmaill.com,0,20,9,1,0,0,0,0.778,0.778,0.222,gmaill.com,0,1
clara-rocha@icloud.com,1,22,11,0,0,0,1,0.636,0.909,0.0,icloud.com,1,0
aline@mailinator.com,1,20,5,0,0,0,0,1.0,1.0,0.0,mailinator.com,0,1
debora.moreira@outlook.com,1,26,14,0,1,0,0,0.643,0.929,0.0,outlook.com,1,0
nicolas.gomes@outlok.com,0,24,13,0,1,0,0,0.846,0.923,0.0,outlok.com,0,1
57319675@randommail.xyz,0,23,8,1,0,0,0,0.75,0.0,1.0,randommail.xyz,0,1
774204964752@spammail.net,0,25,12,1,0,0,0,0.583,0.0,1.0,spammail.net,0,1
abc687@tempmail.co,0,18,6,1,0,0,0,1.0,0.5,0.5,tempmail.co,0,1
admin6967@fake-mail.net,0,23,9,1,0,0,0,0.889,0.556,0.444,fake-mail.net,0,1
aline.x@aol.com,1,15,7,0,1,0,0,1.0,0.857,0.0,aol.com,1,0
17zyqzss8v5x6@yopmail.com,0,25,13,1,0,0,0,0.846,0.615,0.385,yopmail.com,0,1
paula_carvalho@gmx.com,1,22,14,0,0,1,0,0.714,0.929,0.0,gmx.com,0,1
maria@tempmail.co,0,17,5,0,0,0,0,0.8,1.0,0.0,tempmail.co,0,1
rafael9@hotmial.com,1,19,7,1,0,0,0,0.857,0.857,0.143,hotmial.com,0,1
mon5ysr2xbr@yopmail.com,0,23,11,1,0,0,0,0.909,0.818,0.182,yopmail.com,0,1
5mwbwacj28@10minutemail.com,0,27,10,1,0,0,0,0.9,0.7,0.3,10minutemail.com,0,1
juliana31@mailtemp.org,0,22,9,1,0,0,0,0.889,0.778,0.222,mailtemp.org,0,1
roberto.antunes@protonmail.com,1,30,15,0,1,0,0,0.667,0.933,0.0,protonmail.com,1,0
luana_borges@10minutemail.com,0,29,12,0,0,1,0,0.917,0.917,0.0,10minutemail.com,0,1
abc705@10minutemail.com,0,23,6,1,0,0,0,1.0,0.5,0.5,10minutemail.com,0,1
camila34@live.com,1,17,8,1,0,0,0,0.875,0.75,0.25,live.com,1,0
bruno@outlok.com,1,16,5,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
felipe@outlok.com,1,17,6,0,0,0,0,0.833,1.0,0.0,outlok.com,0,1
paula17@outlook.co,1,18,7,1,0,0,0,0.857,0.714,0.286,outlook.co,0,1
200bdav_e1lzr-2@tempmail.co,0,27,15,1,0,1,1,0.867,0.533,0.333,tempmail.co,0,1
902203359@yopmail.com,0,21,9,1,0,0,0,0.556,0.0,1.0,yopmail.com,0,1
eduardo@tempmail.com,0,20,7,0,0,0,0,0.857,1.0,0.0,tempmail.com,0,1
pedro352@trashmail.com,1,22,8,1,0,0,0,1.0,0.625,0.375,trashmail.com,0,1
paulao_alves@tempmail.com,0,25,12,0,0,1,0,0.75,0.917,0.0,tempmail.com,0,1
juliana711@outlook.co,1,21,10,1,0,0,0,0.8,0.7,0.3,outlook.co,0,1
isabela96@gmail.co,1,18,9,1,0,0,0,0.889,0.778,0.222,gmail.co,0,1
sandra.borges@uol.com.br,1,24,13,0,1,0,0,0.769,0.923,0.0,uol.com.br,1,0
09809@mailnow.org,0,17,5,1,0,0,0,0.6,0.0,1.0,mailnow.org,0,1
carlos-gomes@gmail.co,1,21,12,0,0,0,1,0.833,0.917,0.0,gmail.co,0,1
snascimento@uol.com.br,1,22,11,0,0,0,0,0.818,1.0,0.0,uol.com.br,1,0
eb-shu-dkh@mailnow.org,0,22,10,0,0,0,2,0.8,0.8,0.0,mailnow.org,0,1
felipe@icloud.com,1,17,6,0,0,0,0,0.833,1.0,0.0,icloud.com,1,0
rafael.lima@hotmial.com,0,23,11,0,1,0,0,0.727,0.909,0.0,hotmial.com,0,1
felipe.martins@outlook.co,1,25,14,0,1,0,0,0.857,0.929,0.0,outlook.co,0,1
nicolas@yahoo.com,1,17,7,0,0,0,0,1.0,1.0,0.0,yahoo.com,1,0
nicolas.nascimento@hotmail.com,1,30,18,0,1,0,0,0.611,0.944,0.0,hotmail.com,1,0
mailuser994@randommail.xyz,0,26,11,1,0,0,0,0.909,0.727,0.273,randommail.xyz,0,1
thiago-pires@yahoo.com,1,22,12,0,0,0,1,0.917,0.917,0.0,yahoo.com,1,0
thiago_santos@trashmail.com,1,27,13,0,0,1,0,0.692,0.923,0.0,trashmail.com,0,1
lsilva@tempmail.com,1,19,6,0,0,0,0,0.833,1.0,0.0,tempmail.com,0,1
7571513453@tempmail.com,0,23,10,1,0,0,0,0.5,0.0,1.0,tempmail.com,0,1
799429733@mailnow.org,0,21,9,1,0,0,0,0.556,0.0,1.0,mailnow.org,0,1
roberto-cunha@gmaill.com,1,24,13,0,0,0,1,0.846,0.923,0.0,gmaill.com,0,1
carlos.ribeiro@gmail.com,1,24,14,0,1,0,0,0.714,0.929,0.0,gmail.com,1,0
jmartins@gmail.co,1,17,8,0,0,0,0,1.0,1.0,0.0,gmail.co,0,1
68784001@trashmail.com,0,22,8,1,0,0,0,0.75,0.0,1.0,trashmail.com,0,1
debora_oliveira@bol.com.br,1,26,15,0,0,1,0,0.667,0.933,0.0,bol.com.br,1,0
laura.araujo@outlook.com,1,24,12,0,1,0,0,0.583,0.917,0.0,outlook.com,1,0
aline87@gmail.co,1,16,7,1,0,0,0,1.0,0.714,0.286,gmail.co,0,1
aline-gomes@gmail.co,1,20,11,0,0,0,1,0.909,0.909,0.0,gmail.co,0,1
mailuser763@mailinator.com,0,26,11,1,0,0,0,1.0,0.727,0.273,mailinator.com,0,1
rsantos@outlook.co,1,18,7,0,0,0,0,0.857,1.0,0.0,outlook.co,0,1
clara_lima@aol.com,1,18,10,0,0,1,0,0.7,0.9,0.0,aol.com,1,0
rodrigo_silva@hotmial.com,1,25,13,0,0,1,0,0.769,0.923,0.0,hotmial.com,0,1
felipe_lima@hotmial.com,1,23,11,0,0,1,0,0.727,0.909,0.0,hotmial.com,0,1
vitoria.costa@fake-mail.net,0,27,13,0,1,0,0,0.692,0.923,0.0,fake-mail.net,0,1
isabela.carvalho@outlook.com,1,28,16,0,1,0,0,0.75,0.938,0.0,outlook.com,1,0
andre-rodrigues@guerrillamail.com,0,33,15,0,0,0,1,0.733,0.933,0.0,guerrillamail.com,0,1
support1807@mailme.one,0,22,11,1,0,0,0,0.909,0.636,0.364,mailme.one,0,1
bruno.freitas@yahoo.com,1,23,13,0,1,0,0,0.923,0.923,0.0,yahoo.com,1,0
66156522725@trashmail.com,0,25,11,1,0,0,0,0.455,0.0,1.0,trashmail.com,0,1
362m9e5i@mailinator.com,0,23,8,1,0,0,0,1.0,0.375,0.625,mailinator.com,0,1
qkrtmg9wadpvf@mailtemp.org,0,26,13,1,0,0,0,1.0,0.923,0.077,mailtemp.org,0,1
999647@tempmail.co,0,18,6,1,0,0,0,0.667,0.0,1.0,tempmail.co,0,1
henrique_carvalho@mailnow.org,0,29,17,0,0,1,0,0.765,0.941,0.0,mailnow.org,0,1
lucas754@aol.com,1,16,8,1,0,0,0,1.0,0.625,0.375,aol.com,1,0
giorgia.rocha@tempmail.co,0,25,13,0,1,0,0,0.615,0.923,0.0,tempmail.co,0,1
985206434@mailnow.org,0,21,9,1,0,0,0,0.889,0.0,1.0,mailnow.org,0,1
aline.ferreira@live.com,1,23,14,0,1,0,0,0.571,0.929,0.0,live.com,1,0
acunha@yaho.com,1,15,6,0,0,0,0,0.833,1.0,0.0,yaho.com,0,1
eduardo.borges@10minutemail.com,1,31,14,0,1,0,0,0.714,0.929,0.0,10minutemail.com,0,1
saz46abqz2@guerrillamail.com,0,28,10,1,0,0,0,0.8,0.7,0.3,guerrillamail.com,0,1
luana-oliveira@aol.com,1,22,14,0,0,0,1,0.714,0.929,0.0,aol.com,1,0
help8532@mailtemp.org,0,21,8,1,0,0,0,1.0,0.5,0.5,mailtemp.org,0,1
bsantos@tempmail.co,0,19,7,0,0,0,0,0.857,1.0,0.0,tempmail.co,0,1
laura.leite@gmail.co,1,20,11,0,1,0,0,0.727,0.909,0.0,gmail.co,0,1
2414331@trashmail.com,0,21,7,1,0,0,0,0.571,0.0,1.0,trashmail.com,0,1
rodrigo@gmaill.com,0,18,7,0,0,0,0,0.714,1.0,0.0,gmaill.com,0,1
pedro.oliveira@bol.com.br,1,25,14,0,1,0,0,0.714,0.929,0.0,bol.com.br,1,0
nribeiro@bol.com.br,1,19,8,0,0,0,0,0.75,1.0,0.0,bol.com.br,1,0
help265@tempmail.co,0,19,7,1,0,0,0,1.0,0.571,0.429,tempmail.co,0,1
gustavo.mendes@outlok.com,1,25,14,0,1,0,0,0.857,0.929,0.0,outlok.com,0,1
mateus.x@protonmail.com,1,23,8,0,1,0,0,1.0,0.875,0.0,protonmail.com,1,0
test531@randommail.xyz,0,22,7,1,0,0,0,0.857,0.571,0.429,randommail.xyz,0,1
gabriel338@icloud.com,1,21,10,1,0,0,0,0.9,0.7,0.3,icloud.com,1,0
beatriz-martins.x@yaho.com,1,26,17,0,1,0,1,0.765,0.882,0.0,yaho.com,0,1
nicolas@spammail.net,0,20,7,0,0,0,0,1.0,1.0,0.0,spammail.net,0,1
aline@hotmail.com,1,17,5,0,0,0,0,1.0,1.0,0.0,hotmail.com,1,0
nicolas_carvalho@hotmial.com,0,28,16,0,0,1,0,0.688,0.938,0.0,hotmial.com,0,1
service7496@trashmail.com,0,25,11,1,0,0,0,0.909,0.636,0.364,trashmail.com,0,1
eo4cytn8pla2@trashmail.com,0,26,12,1,0,0,0,1.0,0.75,0.25,trashmail.com,0,1
carlos71@outlok.com,0,19,8,1,0,0,0,1.0,0.75,0.25,outlok.com,0,1
rassis@uol.com.br,1,17,6,0,0,0,0,0.667,1.0,0.0,uol.com.br,1,0
jmendes@guerrillamail.com,1,25,7,0,0,0,0,0.857,1.0,0.0,guerrillamail.com,0,1
lucas.carvalho@terra.com.br,1,27,14,0,1,0,0,0.714,0.929,0.0,terra.com.br,1,0
henrique-vieira@hotmial.com,1,27,15,0,0,0,1,0.667,0.933,0.0,hotmial.com,0,1
mariana33@hotmial.com,1,21,9,1,0,0,0,0.667,0.778,0.222,hotmial.com,0,1
luana28@aol.com,1,15,7,1,0,0,0,0.857,0.714,0.286,aol.com,1,0
vitoria@gmail.com,1,17,7,0,0,0,0,0.857,1.0,0.0,gmail.com,1,0
maria@trashmail.com,0,19,5,0,0,0,0,0.8,1.0,0.0,trashmail.com,0,1
test591@trashmail.com,0,21,7,1,0,0,0,0.857,0.571,0.429,trashmail.com,0,1
jmartins.jr@live.com,1,20,11,0,1,0,0,0.818,0.909,0.0,live.com,1,0
juliana32@live.com,1,18,9,1,0,0,0,0.889,0.778,0.222,live.com,1,0
clara-araujo@mailnow.org,0,24,12,0,0,0,1,0.667,0.917,0.0,mailnow.org,0,1
paulao12@gmail.co,0,17,8,1,0,0,0,0.875,0.75,0.25,gmail.co,0,1
gabriel989@terra.com.br,1,23,10,1,0,0,0,0.9,0.7,0.3,terra.com.br,1,0
mailuser359@mailme.one,0,22,11,1,0,0,0,1.0,0.727,0.273,mailme.one,0,1
eduardo.silva@yahoo.com,1,23,13,0,1,0,0,0.846,0.923,0.0,yahoo.com,1,0
52130117@tempmail.co,0,20,8,1,0,0,0,0.75,0.0,1.0,tempmail.co,0,1
nicolas.cunha@gmail.co,0,22,13,0,1,0,0,0.769,0.923,0.0,gmail.co,0,1
0340078@yopmail.com,0,19,7,1,0,0,0,0.714,0.0,1.0,yopmail.com,0,1
rodrigo.ribeiro@hotmial.com,0,27,15,0,1,0,0,0.533,0.933,0.0,hotmial.com,0,1
90628363479@10minutemail.com,0,28,11,1,0,0,0,0.727,0.0,1.0,10minutemail.com,0,1
89665830@10minutemail.com,0,25,8,1,0,0,0,0.75,0.0,1.0,10minutemail.com,0,1
5qy6eawerwtrc6-t@tempmail.co,0,28,16,1,0,0,1,0.688,0.75,0.188,tempmail.co,0,1
980969@spammail.net,0,19,6,1,0,0,0,0.667,0.0,1.0,spammail.net,0,1
gabriel84@fake-mail.net,1,23,9,1,0,0,0,1.0,0.778,0.222,fake-mail.net,0,1
sandra.rocha@icloud.com,1,23,12,0,1,0,0,0.75,0.917,0.0,icloud.com,1,0
maria-carvalho@icloud.com,1,25,14,0,0,0,1,0.714,0.929,0.0,icloud.com,1,0
maria@mailcatch.com,0,19,5,0,0,0,0,0.8,1.0,0.0,mailcatch.com,0,1
marcos@disposablemail.com,0,25,6,0,0,0,0,1.0,1.0,0.0,disposablemail.com,0,1
495250@tempmail.co,0,18,6,1,0,0,0,0.833,0.0,1.0,tempmail.co,0,1
6382559483@mailtemp.org,0,23,10,1,0,0,0,0.7,0.0,1.0,mailtemp.org,0,1
sandra@gmx.com,1,14,6,0,0,0,0,0.833,1.0,0.0,gmx.com,0,1
gabriel31@gmaill.com,1,20,9,1,0,0,0,1.0,0.778,0.222,gmaill.com,0,1
marcos903@icloud.com,1,20,9,1,0,0,0,1.0,0.667,0.333,icloud.com,1,0
crodrigues@hotmail.com,1,22,10,0,0,0,0,0.9,1.0,0.0,hotmail.com,1,0
luana622@gmail.com,1,18,8,1,0,0,0,0.75,0.625,0.375,gmail.com,1,0
nassis@mailtemp.org,0,19,6,0,0,0,0,0.667,1.0,0.0,mailtemp.org,0,1
2djsoo@tempmail.co,0,18,6,1,0,0,0,0.833,0.833,0.167,tempmail.co,0,1
support6097@guerrillamail.com,0,29,11,1,0,0,0,0.909,0.636,0.364,guerrillamail.com,0,1
debora_silva@icloud.com,1,23,12,0,0,1,0,0.917,0.917,0.0,icloud.com,1,0
vitoria_gomes@live.com,1,22,13,0,0,1,0,0.846,0.923,0.0,live.com,1,0
test815@guerrillamail.com,0,25,7,1,0,0,0,0.857,0.571,0.429,guerrillamail.com,0,1
tompsdwx96@mailinator.com,0,25,10,1,0,0,0,1.0,0.8,0.2,mailinator.com,0,1
ricardo-gomes@icloud.com,1,24,13,0,0,0,1,0.846,0.923,0.0,icloud.com,1,0
contact325@mailcatch.com,0,24,10,1,0,0,0,0.8,0.7,0.3,mailcatch.com,0,1
2222535844@tempmail.co,0,22,10,1,0,0,0,0.5,0.0,1.0,tempmail.co,0,1
10537359815@mailtemp.org,0,24,11,1,0,0,0,0.636,0.0,1.0,mailtemp.org,0,1
bdias@live.com,1,14,5,0,0,0,0,1.0,1.0,0.0,live.com,1,0
beatriz86@uol.com.br,1,20,9,1,0,0,0,1.0,0.778,0.222,uol.com.br,1,0
antonio_alves@mailcatch.com,0,27,13,0,0,1,0,0.769,0.923,0.0,mailcatch.com,0,1
bruno54@gmaill.com,0,18,7,1,0,0,0,1.0,0.714,0.286,gmaill.com,0,1
0.8dqrtu5nf6@tempmail.co,0,24,12,1,1,0,0,1.0,0.583,0.333,tempmail.co,0,1
aline825.jr@outlook.co,1,22,11,1,1,0,0,1.0,0.636,0.273,outlook.co,0,1
antonio_costa@bol.com.br,1,24,13,0,0,1,0,0.615,0.923,0.0,bol.com.br,1,0
eduardo.pires@icloud.com,1,24,13,0,1,0,0,0.769,0.923,0.0,icloud.com,1,0
lucas_rocha@yaho.com,1,20,11,0,0,1,0,0.818,0.909,0.0,yaho.com,0,1
clara.nascimento@bol.com.br,1,27,16,0,1,0,0,0.75,0.938,0.0,bol.com.br,1,0
2xrf9q0mcb6_b@mailme.one,0,24,13,1,0,1,0,0.923,0.615,0.308,mailme.one,0,1
rafael-borges@protonmail.com,1,28,13,0,0,0,1,0.769,0.923,0.0,protonmail.com,1,0
19829204@mailinator.com,0,23,8,1,0,0,0,0.75,0.0,1.0,mailinator.com,0,1
carlos.araujo@protonmail.com,1,28,13,0,1,0,0,0.692,0.923,0.0,protonmail.com,1,0
eduardo.rodrigues@hotmail.com,1,29,17,0,1,0,0,0.588,0.941,0.0,hotmail.com,1,0
debora.santos@uol.com.br,1,24,13,0,1,0,0,0.769,0.923,0.0,uol.com.br,1,0
esouza@10minutemail.com,0,23,6,0,0,0,0,1.0,1.0,0.0,10minutemail.com,0,1
a33op3@mailme.one,0,17,6,1,0,0,0,0.667,0.5,0.5,mailme.one,0,1
61880146@disposablemail.com,0,27,8,1,0,0,0,0.625,0.0,1.0,disposablemail.com,0,1
ricardo972@randommail.xyz,0,25,10,1,0,0,0,0.9,0.7,0.3,randommail.xyz,0,1
antonio_leite@10minutemail.com,0,30,13,0,0,1,0,0.615,0.923,0.0,10minutemail.com,0,1
azwmz6jxryx5zv@randommail.xyz,0,29,14,1,0,0,0,0.786,0.857,0.143,randommail.xyz,0,1
2771240100@spammail.net,0,23,10,1,0,0,0,0.5,0.0,1.0,spammail.net,0,1
isabela-silva@gmaill.com,1,24,13,0,0,0,1,0.615,0.923,0.0,gmaill.com,0,1
abc382@mailme.one,0,17,6,1,0,0,0,1.0,0.5,0.5,mailme.one,0,1
pedro_mendes@gmail.com,1,22,12,0,0,1,0,0.75,0.917,0.0,gmail.com,1,0
nicolas-ribeiro@yaho.com,0,24,15,0,0,0,1,0.733,0.933,0.0,yaho.com,0,1
0520575492@yopmail.com,0,22,10,1,0,0,0,0.6,0.0,1.0,yopmail.com,0,1
service6836@mailnow.org,0,23,11,1,0,0,0,0.818,0.636,0.364,mailnow.org,0,1
eduardo_nascimento@aol.com,1,26,18,0,0,1,0,0.722,0.944,0.0,aol.com,1,0
marcos@yaho.com,1,15,6,0,0,0,0,1.0,1.0,0.0,yaho.com,0,1
massis@tempmail.com,0,19,6,0,0,0,0,0.667,1.0,0.0,tempmail.com,0,1
clara65@outlook.co,1,18,7,1,0,0,0,0.857,0.714,0.286,outlook.co,0,1
soliveira@yaho.com,1,18,9,0,0,0,0,0.889,1.0,0.0,yaho.com,0,1
pedro@yaho.com,1,14,5,0,0,0,0,1.0,1.0,0.0,yaho.com,0,1
0n8mz51or4@trashmail.com,0,24,10,1,0,0,0,1.0,0.5,0.5,trashmail.com,0,1
service6116@mailtemp.org,0,24,11,1,0,0,0,0.727,0.636,0.364,mailtemp.org,0,1
kkke3imia@disposablemail.com,0,28,9,1,0,0,0,0.667,0.889,0.111,disposablemail.com,0,1
marcos-gomes@icloud.com,1,23,12,0,0,0,1,0.75,0.917,0.0,icloud.com,1,0
im28aqwd1bqfd@tempmail.com,0,26,13,1,0,0,0,0.846,0.769,0.231,tempmail.com,0,1
nicolas.gomes@mailcatch.com,1,27,13,0,1,0,0,0.846,0.923,0.0,mailcatch.com,0,1
mailuser395@spammail.net,0,24,11,1,0,0,0,1.0,0.727,0.273,spammail.net,0,1
luana.souza@yahoo.com,1,21,11,0,1,0,0,0.727,0.909,0.0,yahoo.com,1,0
admin9257@randommail.xyz,0,24,9,1,0,0,0,1.0,0.556,0.444,randommail.xyz,0,1
ecarvalho@fake-mail.net,1,23,9,0,0,0,0,0.889,1.0,0.0,fake-mail.net,0,1
ricardo11@tempmail.com,0,22,9,1,0,0,0,0.778,0.778,0.222,tempmail.com,0,1
hsouza@outlok.com,1,17,6,0,0,0,0,1.0,1.0,0.0,outlok.com,0,1
beatriz48@aol.com,1,17,9,1,0,0,0,1.0,0.778,0.222,aol.com,1,0
debora-rocha@bol.com.br,1,23,12,0,0,0,1,0.75,0.917,0.0,bol.com.br,1,0
aline_nascimento@mailnow.org,0,28,16,0,0,1,0,0.688,0.938,0.0,mailnow.org,0,1
admin9721@trashmail.com,0,23,9,1,0,0,0,1.0,0.556,0.444,trashmail.com,0,1
gustavo.araujo.x@bol.com.br,1,27,16,0,2,0,0,0.688,0.875,0.0,bol.com.br,1,0
330836@mailnow.org,0,18,6,1,0,0,0,0.667,0.0,1.0,mailnow.org,0,1
ricardo-moreira@yopmail.com,0,27,15,0,0,0,1,0.6,0.933,0.0,yopmail.com,0,1
